r_id,r_name,DT_PEA,DT_BCHA
R_r_2870,"PI 4-P 5-kinase (1-18:0, 2-16:1), cell envelope",0,0
R_r_2871,"PI 4-P 5-kinase (1-18:1, 2-16:1), cell envelope",0,0
R_r_2872,"PI 4-P 5-kinase (1-16:0, 2-18:1), cell envelope",0,0
R_r_2873,"PI 4-P 5-kinase (1-16:1, 2-18:1), cell envelope",0,0
R_r_2874,"PI 4-P 5-kinase (1-18:0, 2-18:1), cell envelope",0,0
R_r_2875,"PI 4-P 5-kinase (1-18:1, 2-18:1), cell envelope",0,0
R_r_2876,"PI 3-P 5-kinase (1-16:0, 2-16:1), vacuolar membrane",0,0
R_r_2877,"PI 3-P 5-kinase (1-16:1, 2-16:1), vacuolar membrane",0,0
R_r_2878,"PI 3-P 5-kinase (1-18:0, 2-16:1), vacuolar membrane",0,0
R_r_2879,"PI 3-P 5-kinase (1-18:1, 2-16:1), vacuolar membrane",0,0
R_r_2880,"PI 3-P 5-kinase (1-16:0, 2-18:1), vacuolar membrane",0,0
R_r_2881,"PI 3-P 5-kinase (1-16:1, 2-18:1), vacuolar membrane",0,0
R_r_2882,"PI 3-P 5-kinase (1-18:0, 2-18:1), vacuolar membrane",0,0
R_r_2883,"PI 3-P 5-kinase (1-18:1, 2-18:1), vacuolar membrane",0,0
R_r_2884,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2885,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2886,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2887,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2888,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2889,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2890,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2891,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2892,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2893,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2894,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2895,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2896,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2897,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2898,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2899,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2900,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2901,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2902,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2903,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2904,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2905,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2906,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2907,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2908,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2909,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2910,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2911,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2912,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2913,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2914,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2915,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2916,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2917,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2918,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2919,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2920,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2921,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2922,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2923,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2924,"PE (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2925,"PE (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2926,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2927,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2928,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2929,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2930,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2931,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2932,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2933,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2934,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2935,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2936,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2937,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2938,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2939,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2940,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2941,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2942,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2943,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2944,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2945,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2946,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2947,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2948,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2949,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2950,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2951,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2952,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2953,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2954,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2955,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2956,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2957,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2958,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2959,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2960,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2961,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2962,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2963,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2964,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2965,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2966,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2967,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2968,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2969,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2970,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2971,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2972,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2973,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2974,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2975,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2976,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2977,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2978,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2979,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0,0
R_r_2980,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2981,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2982,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2983,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2984,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2985,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2986,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2987,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2988,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2989,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2990,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2991,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2992,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2993,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2994,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2995,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2996,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2997,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2998,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_2999,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3000,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3001,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3002,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3003,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3004,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3005,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3006,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3007,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3008,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3009,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3010,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3011,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0,0
R_r_3022,"PC phospholipase B (1-16:0, 2-16:1), ER membrane",0,0
R_r_3023,"PC phospholipase B (1-16:1, 2-16:1), ER membrane",0,0
R_r_3024,"PC phospholipase B (1-18:0, 2-16:1), ER membrane",0,0
R_r_3025,"PC phospholipase B (1-18:1, 2-16:1), ER membrane",0,0
R_r_3026,"PC phospholipase B (1-16:0, 2-18:1), ER membrane",0,0
R_r_3027,"PC phospholipase B (1-16:1, 2-18:1), ER membrane",0,0
R_r_3028,"PC phospholipase B (1-18:0, 2-18:1), ER membrane",0,0
R_r_3029,"PC phospholipase B (1-18:1, 2-18:1), ER membrane",0,0
R_r_3030,"LPC phospholipase B (16:0), ER membrane",0,0
R_r_3031,"LPC phospholipase B (16:1), ER membrane",0,0
R_r_3032,"LPC phospholipase B (18:0), ER membrane",0,0
R_r_3033,"LPC phospholipase B (18:1), ER membrane",0,0
R_r_3034,"PC phospholipase B (1-16:0, 2-16:1), cell envelope",0,0
R_r_3035,"PC phospholipase B (1-16:1, 2-16:1), cell envelope",0,0
R_r_3036,"PC phospholipase B (1-18:0, 2-16:1), cell envelope",0,0
R_r_3037,"PC phospholipase B (1-18:1, 2-16:1), cell envelope",0,0
R_r_3038,"PC phospholipase B (1-16:0, 2-18:1), cell envelope",0,0
R_r_3039,"PC phospholipase B (1-16:1, 2-18:1), cell envelope",0,0
R_r_3040,"PC phospholipase B (1-18:0, 2-18:1), cell envelope",0,0
R_r_3041,"PC phospholipase B (1-18:1, 2-18:1), cell envelope",0,0
R_r_3042,"LPC phospholipase B (16:0), cell envelope",0,0
R_r_3043,"LPC phospholipase B (16:1), cell envelope",0,0
R_r_3044,"LPC phospholipase B (18:0), cell envelope",0,0
R_r_3045,"LPC phospholipase B (18:1), cell envelope",0,0
R_r_3046,"PE phospholipase B (1-16:0, 2-16:1), cell envelope",0,0
R_r_3047,"PE phospholipase B (1-16:1, 2-16:1), cell envelope",0,0
R_r_3048,"PE phospholipase B (1-18:0, 2-16:1), cell envelope",0,0
R_r_3049,"PE phospholipase B (1-18:1, 2-16:1), cell envelope",0,0
R_r_3050,"PE phospholipase B (1-16:0, 2-18:1), cell envelope",0,0
R_r_3051,"PE phospholipase B (1-16:1, 2-18:1), cell envelope",0,0
R_r_3052,"PE phospholipase B (1-18:0, 2-18:1), cell envelope",0,0
R_r_3053,"PE phospholipase B (1-18:1, 2-18:1), cell envelope",0,0
R_r_3054,"LPE phospholipase B (16:0), cell envelope",0,0
R_r_3055,"LPE phospholipase B (16:1), cell envelope",0,0
R_r_3056,"LPE phospholipase B (18:0), cell envelope",0,0
R_r_3057,"LPE phospholipase B (18:1), cell envelope",0,0
R_r_3058,"PS phospholipase B (1-16:0, 2-16:1), cell envelope",0,0
R_r_3059,"PS phospholipase B (1-16:1, 2-16:1), cell envelope",0,0
R_r_3060,"PS phospholipase B (1-18:0, 2-16:1), cell envelope",0,0
R_r_3061,"PS phospholipase B (1-18:1, 2-16:1), cell envelope",0,0
R_r_3062,"PS phospholipase B (1-16:0, 2-18:1), cell envelope",0,0
R_r_3063,"PS phospholipase B (1-16:1, 2-18:1), cell envelope",0,0
R_r_3064,"PS phospholipase B (1-18:0, 2-18:1), cell envelope",0,0
R_r_3065,"PS phospholipase B (1-18:1, 2-18:1), cell envelope",0,0
R_r_3066,"LPS phospholipase B (16:0), cell envelope",0,0
R_r_3067,"LPS phospholipase B (16:1), cell envelope",0,0
R_r_3068,"LPS phospholipase B (18:0), cell envelope",0,0
R_r_3069,"LPS phospholipase B (18:1), cell envelope",0,0
R_r_3070,"PI phospholipase B (1-16:0, 2-16:1), cell envelope",0,0
R_r_3071,"PI phospholipase B (1-16:1, 2-16:1), cell envelope",0,0
R_r_3072,"PI phospholipase B (1-18:0, 2-16:1), cell envelope",0,0
R_r_3073,"PI phospholipase B (1-18:1, 2-16:1), cell envelope",0,0
R_r_3074,"PI phospholipase B (1-16:0, 2-18:1), cell envelope",0,0
R_r_3075,"PI phospholipase B (1-16:1, 2-18:1), cell envelope",0,0
R_r_3076,"PI phospholipase B (1-18:0, 2-18:1), cell envelope",0,0
R_r_3077,"PI phospholipase B (1-18:1, 2-18:1), cell envelope",0,0
R_r_3078,"LPI phospholipase B (16:0), cell envelope",0,0
R_r_3079,"LPI phospholipase B (16:1), cell envelope",0,0
R_r_3080,"LPI phospholipase B (18:0), cell envelope",0,0
R_r_3081,"LPI phospholipase B (18:1), cell envelope",0,0
R_r_3082,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), cytoplasm",0,0
R_r_3083,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), cytoplasm",0,0
R_r_3084,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), cytoplasm",0,0
R_r_3085,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), cytoplasm",0,0
R_r_3086,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), cytoplasm",0,0
R_r_3087,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), cytoplasm",0,0
R_r_3088,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), cytoplasm",0,0
R_r_3089,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), cytoplasm",0,0
R_r_3090,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), nucleus",0,0
R_r_3091,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), nucleus",0,0
R_r_3092,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), nucleus",0,0
R_r_3093,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), nucleus",0,0
R_r_3094,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), nucleus",0,0
R_r_3095,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), nucleus",0,0
R_r_3096,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), nucleus",0,0
R_r_3097,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), nucleus",0,0
R_r_3098,"PG phospholipase C (1-16:0, 2-16:1), mitochondrial membrane",0,0
R_r_3099,"PG phospholipase C (1-16:1, 2-16:1), mitochondrial membrane",0,0
R_r_3100,"PG phospholipase C (1-18:0, 2-16:1), mitochondrial membrane",0,0
R_r_3101,"PG phospholipase C (1-18:1, 2-16:1), mitochondrial membrane",0,0
R_r_3102,"PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane",0,0
R_r_3103,"PG phospholipase C (1-16:1, 2-18:1), mitochondrial membrane",0,0
R_r_3104,"PC phospholipase D (1-16:0, 2-16:1), cell envelope",0,0
R_r_3105,"PC phospholipase D (1-16:1, 2-16:1), cell envelope",0,0
R_r_3106,"PC phospholipase D (1-18:0, 2-16:1), cell envelope",0,0
R_r_3107,"PC phospholipase D (1-18:1, 2-16:1), cell envelope",0,0
R_r_3108,"PC phospholipase D (1-16:0, 2-18:1), cell envelope",0,0
R_r_3109,"PC phospholipase D (1-16:1, 2-18:1), cell envelope",0,0
R_r_3110,"PC phospholipase D (1-18:0, 2-18:1), cell envelope",0,0
R_r_3111,"PC phospholipase D (1-18:1, 2-18:1), cell envelope",0,0
R_r_3112,"PI 3-P phosphatase (1-16:0, 2-16:1), cell envelope",0,0
R_r_3113,"PI 3-P phosphatase (1-16:1, 2-16:1), cell envelope",0,0
R_r_3114,"PI 3-P phosphatase (1-18:0, 2-16:1), cell envelope",0,0
R_r_3115,"PI 3-P phosphatase (1-18:1, 2-16:1), cell envelope",0,0
R_r_3116,"PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope",0,0
R_r_3117,"PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope",0,0
R_r_3118,"PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope",0,0
R_r_3119,"PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope",0,0
R_r_3120,"PI 3-P phosphatase (1-16:0, 2-16:1), cytoplasm",0,0
R_r_3121,"PI 3-P phosphatase (1-16:1, 2-16:1), cytoplasm",0,0
R_r_3122,"PI 3-P phosphatase (1-18:0, 2-16:1), cytoplasm",0,0
R_r_3123,"PI 3-P phosphatase (1-18:1, 2-16:1), cytoplasm",0,0
R_r_3124,"PI 3-P phosphatase (1-16:0, 2-18:1), cytoplasm",0,0
R_r_3125,"PI 3-P phosphatase (1-16:1, 2-18:1), cytoplasm",0,0
R_r_3126,"PI 3-P phosphatase (1-18:0, 2-18:1), cytoplasm",0,0
R_r_3127,"PI 3-P phosphatase (1-18:1, 2-18:1), cytoplasm",0,0
R_r_3128,"PI 3-P phosphatase (1-16:0, 2-16:1), ER membrane",0,0
R_r_3129,"PI 3-P phosphatase (1-16:1, 2-16:1), ER membrane",0,0
R_r_3130,"PI 3-P phosphatase (1-18:0, 2-16:1), ER membrane",0,0
R_r_3131,"PI 3-P phosphatase (1-18:1, 2-16:1), ER membrane",0,0
R_r_3132,"PI 3-P phosphatase (1-16:0, 2-18:1), ER membrane",0,0
R_r_3133,"PI 3-P phosphatase (1-16:1, 2-18:1), ER membrane",0,0
R_r_3134,"PI 3-P phosphatase (1-18:0, 2-18:1), ER membrane",0,0
R_r_3135,"PI 3-P phosphatase (1-18:1, 2-18:1), ER membrane",0,0
R_r_3136,"PI 3-P phosphatase (1-16:0, 2-16:1), Golgi membrane",0,0
R_r_3137,"PI 3-P phosphatase (1-16:1, 2-16:1), Golgi membrane",0,0
R_r_3138,"PI 3-P phosphatase (1-18:0, 2-16:1), Golgi membrane",0,0
R_r_3139,"PI 3-P phosphatase (1-18:1, 2-16:1), Golgi membrane",0,0
R_r_3140,"PI 3-P phosphatase (1-16:0, 2-18:1), Golgi membrane",0,0
R_r_3141,"PI 3-P phosphatase (1-16:1, 2-18:1), Golgi membrane",0,0
R_r_3142,"PI 3-P phosphatase (1-18:0, 2-18:1), Golgi membrane",0,0
R_r_3143,"PI 3-P phosphatase (1-18:1, 2-18:1), Golgi membrane",0,0
R_r_3144,"PI 4-P phosphatase (1-16:0, 2-16:1), cell envelope",0,0
R_r_3145,"PI 4-P phosphatase (1-16:1, 2-16:1), cell envelope",0,0
R_r_3146,"PI 4-P phosphatase (1-18:0, 2-16:1), cell envelope",0,0
R_r_3147,"PI 4-P phosphatase (1-18:1, 2-16:1), cell envelope",0,0
R_r_3148,"PI 4-P phosphatase (1-16:0, 2-18:1), cell envelope",0,0
R_r_3149,"PI 4-P phosphatase (1-16:1, 2-18:1), cell envelope",0,0
R_r_3150,"PI 4-P phosphatase (1-18:0, 2-18:1), cell envelope",0,0
R_r_3151,"PI 4-P phosphatase (1-18:1, 2-18:1), cell envelope",0,0
R_r_3152,"PI 4-P phosphatase (1-16:0, 2-16:1), cytoplasm",0,0
